?s	?p	?o
<http://kgc.knowledge-graph.jp/data/AbbeyGrange/Death_of_Sir_Eustace_Brackenstall>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#ofPart>	<http://kgc.knowledge-graph.jp/data/AbbeyGrange/Death>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9EZXZpbHNGb290L1N0YW5kYWxlPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvZ28-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL0Rldmlsc0Zvb3QvU2VhPj4->	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#type>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#Thought>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9TcGVja2xlZEJhbmQvZG9vcj4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvcHJlZGljYXRlL25vdEV4aXN0PiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9TcGVja2xlZEJhbmQvYmVkcm9vbV9vZl9IZWxlbj4-Pg==>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#type>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation>
<http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/Windybank>	<http://kgc.knowledge-graph.jp/data/predicate/see>	<http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/Watson>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9TcGVja2xlZEJhbmQvSGVsZW4-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL3ByZWRpY2F0ZS9oZWFyPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9TcGVja2xlZEJhbmQvbWV0YWxsaWNfc291bmQ-Pj4=>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#where>	<http://kgc.knowledge-graph.jp/data/SpeckledBand/corridor>
<http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/Holmes>	<http://kgc.knowledge-graph.jp/data/predicate/pity>	<http://www.w3.org/2002/07/owl#Nothing>
<http://kgc.knowledge-graph.jp/data/DevilsFoot/Early_spring_of_1897>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#ofPart>	<http://kgc.knowledge-graph.jp/data/DevilsFoot/Early_spring>
<http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/trouble_of_Women>	<http://kgc.knowledge-graph.jp/data/predicate/canSolve>	<http://www.w3.org/2002/07/owl#Nothing>
<http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/lip_of_Windybank>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#ofWhole>	<http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/Windybank>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9TaWx2ZXJCbGF6ZS9Db2xvbmVsX1Jvc3M-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL3ByZWRpY2F0ZS9iZVN1cnByaXNlPiA8aHR0cDovL3d3dy53My5vcmcvMjAwMi8wNy9vd2wjTm90aGluZz4-Pg==>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#then>	<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9TaWx2ZXJCbGF6ZS9Ib2xtZXM-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL3ByZWRpY2F0ZS9pbmZlcj4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvU2lsdmVyQmxhemUvMzgwPj4->
<http://kgc.knowledge-graph.jp/data/SpeckledBand/Julia>	<http://kgc.knowledge-graph.jp/data/predicate/notHave>	<http://kgc.knowledge-graph.jp/data/SpeckledBand/scar>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9Dcm9va2VkTWFuL0hlbnJ5PiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvbm90V2FudFRvUmV2ZW5nZT4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvQ3Jvb2tlZE1hbi9CZXJrZWxleT4-Pg==>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#infoSource>	<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9Dcm9va2VkTWFuL0hlbnJ5PiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvdGVsbD4gPDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9Dcm9va2VkTWFuL05hbmN5PiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvZXF1YWxUbz4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvQ3Jvb2tlZE1hbi9kYXVnaHRlcl9vZl9lbnNpZ25fc2VyZ2VhbnQ-Pj4-Pg==>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9SZXNpZGVudFBhdGllbnQvUGVyY3lfVHJldmVseWFuPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvb3Blbj4gPGh0dHA6Ly93d3cudzMub3JnLzIwMDIvMDcvb3dsI05vdGhpbmc-Pj4=>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#type>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9SZXNpZGVudFBhdGllbnQvWW91bmdfbWFuPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvZXhlY3V0ZT4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvUmVzaWRlbnRQYXRpZW50L0hhbmdpbmdfb2ZfQmxlc3Npbmd0b24-Pj4=>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#then>	<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9SZXNpZGVudFBhdGllbnQvWW91bmdfbWFuPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvZXNjYXBlPiA8aHR0cDovL3d3dy53My5vcmcvMjAwMi8wNy9vd2wjTm90aGluZz4-Pg==>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9BQ2FzZU9mSWRlbnRpdHkvSG96bWE-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL3ByZWRpY2F0ZS9ub3RXYW50PiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9BQ2FzZU9mSWRlbnRpdHkvbW9uZXlfb2ZfU3V0aGVybGFuZD4-Pg==>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#type>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#Statement>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9BYmJleUdyYW5nZS9DcmltaW5hbD4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvcHJlZGljYXRlL2N1dD4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvQWJiZXlHcmFuZ2UvY29yZF9vZl9iZWxsPj4->	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#how>	<http://kgc.knowledge-graph.jp/data/AbbeyGrange/knife>
<http://kgc.knowledge-graph.jp/data/ResidentPatient/Major_event_of_Worthingdon_bank>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#ofPart>	<http://kgc.knowledge-graph.jp/data/ResidentPatient/Major_event>
<http://kgc.knowledge-graph.jp/data/AbbeyGrange/End_of_cord_of_bell>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#ofWhole>	<http://kgc.knowledge-graph.jp/data/AbbeyGrange/cord>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9TcGVja2xlZEJhbmQvYmVkcm9vbV9vZl9Sb3lsb3R0PiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvZXhpc3Q-IDxodHRwOi8vd3d3LnczLm9yZy8yMDAyLzA3L293bCNOb3RoaW5nPj4->	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#close>	<http://kgc.knowledge-graph.jp/data/SpeckledBand/central_building_of_mansion_of_Roylott>
<http://kgc.knowledge-graph.jp/data/DevilsFoot/receive_of_telegram>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#ofWhole>	<http://kgc.knowledge-graph.jp/data/DevilsFoot/telegram>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9Dcm9va2VkTWFuL01vcnJpc29uPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvZ28-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL0Nyb29rZWRNYW4vbWVldGluZ19vZl90aGVfU3QuX0dlb3JnZV91bmlvbj4-Pg==>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#how>	<http://kgc.knowledge-graph.jp/data/CrookedMan/together>
<urn:rdf4j:triple:PDw8aHR0cDovL3d3dy53My5vcmcvMjAwMi8wNy9vd2wjTm90aGluZz4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvcHJlZGljYXRlL21pc3Npbmc-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL0FDYXNlT2ZJZGVudGl0eS9yPj4->	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#where>	<http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/letter_of_Hosma>
<http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/participation_of_dance>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#ofWhole>	<http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/dance>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9TcGVja2xlZEJhbmQvUm9tYT4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvcHJlZGljYXRlL2hhdmU-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL1NwZWNrbGVkQmFuZC9oYW5ka2VyY2hpZWZfb2ZfUm9tYT4-Pg==>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#type>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation>
<http://kgc.knowledge-graph.jp/data/DevilsFoot/Porter>	<http://kgc.knowledge-graph.jp/data/predicate/cannotHear>	<http://kgc.knowledge-graph.jp/data/DevilsFoot/nothing>
<http://kgc.knowledge-graph.jp/data/DevilsFoot/Powder_medicine>	<http://kgc.knowledge-graph.jp/data/predicate/equalTo>	<http://kgc.knowledge-graph.jp/data/DevilsFoot/rare_object_of_Africa>
<http://kgc.knowledge-graph.jp/data/SilverBlaze/The_next_morning_of_incident>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#ofWhole>	<http://kgc.knowledge-graph.jp/data/SilverBlaze/incident>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9BYmJleUdyYW5nZS9MYWR5X0JyYWNrZW5zdGFsbD4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvcHJlZGljYXRlL2Fycml2ZT4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvQWJiZXlHcmFuZ2UvTG9uZG9uPj4->	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#when>	<http://kgc.knowledge-graph.jp/data/AbbeyGrange/1896-06-01T12>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9TaWx2ZXJCbGF6ZS9TaWx2ZXJfQmxhemU-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL3ByZWRpY2F0ZS9oYXZlPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9TaWx2ZXJCbGF6ZS9IaWdoX29kZHM-Pj4=>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#type>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9Dcm9va2VkTWFuL0hlbnJ5PiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvaGFuZHNvbWU-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL0Nyb29rZWRNYW4vZmlyc3RfYmF0dGFsaW9uX29mX1JveWFsX01hbGxvd3M-Pj4=>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#when>	<http://kgc.knowledge-graph.jp/data/CrookedMan/30_years_ago>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9EZXZpbHNGb290L0hvbG1lcz4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvcHJlZGljYXRlL3J1Yj4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvRGV2aWxzRm9vdC9mYWNlPj4->	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#then>	<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9EZXZpbHNGb290L0hvbG1lcz4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvcHJlZGljYXRlL2VudGVyPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9EZXZpbHNGb290L0xpdmluZ19yb29tPj4->
<http://kgc.knowledge-graph.jp/data/AbbeyGrange/Armrest>	<http://kgc.knowledge-graph.jp/data/predicate/exist>	<http://kgc.knowledge-graph.jp/data/AbbeyGrange/dining_room>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9SZXNpZGVudFBhdGllbnQvUGVyY3lfVHJldmVseWFuPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvc2F5PiA8PDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL1Jlc2lkZW50UGF0aWVudC9QZXJjeV9UcmV2ZWx5YW4-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL3ByZWRpY2F0ZS9jb21lVG9Db25zdWx0PiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9SZXNpZGVudFBhdGllbnQvaW5jaWRlbnQ-Pj4-Pg==>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#then>	<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9SZXNpZGVudFBhdGllbnQvUGVyY3lfVHJldmVseWFuPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvc2F5PiA8PDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL1Jlc2lkZW50UGF0aWVudC9CbGVzc2luZ3Rvbj4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvcHJlZGljYXRlL3NheT4gPDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9SZXNpZGVudFBhdGllbnQvUGVyY3lfVHJldmVseWFuPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvZG8-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL1Jlc2lkZW50UGF0aWVudC9NZWRpY2FsX2V4YW1pbmF0aW9uPj4-Pj4-Pg==>
<http://kgc.knowledge-graph.jp/data/AbbeyGrange/sailor>	<http://kgc.knowledge-graph.jp/data/predicate/canMake>	<http://kgc.knowledge-graph.jp/data/AbbeyGrange/knot>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9SZXNpZGVudFBhdGllbnQvQmxlc3Npbmd0b24-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL3ByZWRpY2F0ZS9zYXk-IDw8PGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvUmVzaWRlbnRQYXRpZW50L3R3b19tZW4-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL3ByZWRpY2F0ZS90cnlUb1N0ZWFsPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9SZXNpZGVudFBhdGllbnQvTW9uZXlfb2ZfQmxlc3Npbmd0b24-Pj4-Pg==>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#type>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation>
<http://kgc.knowledge-graph.jp/data/CrookedMan/room_of_Nancy>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#wholeOf>	<http://kgc.knowledge-graph.jp/data/CrookedMan/Nancy>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9SZXNpZGVudFBhdGllbnQvQmxlc3Npbmd0b24-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL3ByZWRpY2F0ZS9yZXZlYWw-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL1Jlc2lkZW50UGF0aWVudC9FdmlkZW5jZV9vZl90aGVfbWFqb3JfZXZlbnRzX29mX1dvcnRoaW5nZG9uX2Jhbms-Pj4=>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#then>	<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9SZXNpZGVudFBhdGllbnQvQ2FydHdyaWdodD4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvcHJlZGljYXRlL2JlSGFuZ2VkPiA8aHR0cDovL3d3dy53My5vcmcvMjAwMi8wNy9vd2wjTm90aGluZz4-Pg==>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9Dcm9va2VkTWFuL01vcnJpc29uPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvbm90TWVldD4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvQ3Jvb2tlZE1hbi9OYW5jeT4-Pg==>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#type>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#Statement>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9Dcm9va2VkTWFuL05hbmN5PiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvYmVhdXRpZnVsPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9Dcm9va2VkTWFuL2ZpcnN0X2JhdHRhbGlvbl9vZl9Sb3lhbF9NYWxsb3dzPj4->	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#type>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#Statement>
<http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/Sutherland>	<http://kgc.knowledge-graph.jp/data/predicate/say>	<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9BQ2FzZU9mSWRlbnRpdHkvSG96bWE-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL3ByZWRpY2F0ZS9wYXlBdHRlbnRpb24-IDxodHRwOi8vd3d3LnczLm9yZy8yMDAyLzA3L293bCNOb3RoaW5nPj4->
<http://kgc.knowledge-graph.jp/data/ACaseOfIdentity/Hozma>	<http://kgc.knowledge-graph.jp/data/predicate/shy>	<http://www.w3.org/2002/07/owl#Nothing>
<http://kgc.knowledge-graph.jp/data/AbbeyGrange/Hesitation_of_Lady_Brackenstall>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#ofPart>	<http://kgc.knowledge-graph.jp/data/AbbeyGrange/Hesitation>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9Dcm9va2VkTWFuL0hvbG1lcz4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvcHJlZGljYXRlL3NheT4gPDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9Dcm9va2VkTWFuL0hlbnJ5PiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvdW5kZXJzdGFuZD4gPDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9Dcm9va2VkTWFuL0JlcmtlbGV5PiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvc2VsbD4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvQ3Jvb2tlZE1hbi9IZW5yeT4-Pj4-Pj4=>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#type>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation>
<http://kgc.knowledge-graph.jp/data/DevilsFoot/Standale>	<http://kgc.knowledge-graph.jp/data/predicate/come>	<http://kgc.knowledge-graph.jp/data/DevilsFoot/cottage_of_Pordeux_Bay>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9TaWx2ZXJCbGF6ZS9GaXR6cm95X1NpbXBzb24-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL3ByZWRpY2F0ZS9icmluZz4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvU2lsdmVyQmxhemUvb3B0aXVtPj4->	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#from>	<http://kgc.knowledge-graph.jp/data/SilverBlaze/London>
<http://kgc.knowledge-graph.jp/data/SilverBlaze/Edith_Baxter>	<http://kgc.knowledge-graph.jp/data/predicate/notAccompany>	<http://kgc.knowledge-graph.jp/data/SilverBlaze/Drink>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9BYmJleUdyYW5nZS9Ib2xtZXM-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL3ByZWRpY2F0ZS9zZWU-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL0FiYmV5R3JhbmdlL2RpbmluZ19yb29tPj4->	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#type>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9TaWx2ZXJCbGF6ZS9OZWRfSHVudGVyPiA8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9wcmVkaWNhdGUvY2Fubm90RHJpbms-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL1NpbHZlckJsYXplL2FsY2hvbGU-Pj4=>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#type>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#Situation>
<http://kgc.knowledge-graph.jp/data/DancingMen/Qubit>	<http://kgc.knowledge-graph.jp/data/predicate/wear>	<http://kgc.knowledge-graph.jp/data/DancingMen/nightwear>
<urn:rdf4j:triple:PDw8aHR0cDovL2tnYy5rbm93bGVkZ2UtZ3JhcGguanAvZGF0YS9BYmJleUdyYW5nZS9TYWlsb3I-IDxodHRwOi8va2djLmtub3dsZWRnZS1ncmFwaC5qcC9kYXRhL3ByZWRpY2F0ZS9UaGVfc2FtZV9jbGFzcz4gPGh0dHA6Ly9rZ2Mua25vd2xlZGdlLWdyYXBoLmpwL2RhdGEvQWJiZXlHcmFuZ2UvTGFkeV9CcmFja2Vuc3RhbGw-Pj4=>	<http://kgc.knowledge-graph.jp/ontology/kgc.owl#when>	<http://kgc.knowledge-graph.jp/data/AbbeyGrange/Voyage_of_Lady_Brackenstall>
